MedicineName,Old price,NewPrice,Quantity,Stars,Rating,Discount,Description
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Dr Chopra Double Power Sanda Oil Pack of 2,₹650,₹96,Pack of 2,3.4,(517),85% off,Bank Offer
hervedic Bigjack Ayurvedic Massage Power Oil for Men,"₹2,699",₹649,0,0,0,75% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
"VITASTA Josh Plus Oil for Long,Time,Stamina,Power","₹2,598",₹372,Pack of 2,0,0,85% off,Bank Offer
Drive X Hammer Gold Delay Spray For Reduce Male Disorde...,₹549,₹143,0,3.6,(24),73% off,Bank Offer
Baidyanath Vansaar Kabzcare (Kabzhar) - 200gm,₹160,₹89,0,4.3,"(1,518)",44% off,"Buy 3 items, save extra 5%"
Dabur Aloe Vera Juice,₹270,₹172,0,4.2,"(1,024)",36% off,"Buy 3 items, save extra 5%"
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Olae Monthly Disposable,₹499,₹183,"0, Colored Contact Lenses, Pack of 1",3,(3),63% off,Bank Offer
Baidyanath Sugarfree Chyawan Vit formulated Chyawanpras...,₹221,₹114,0,4.2,"(1,502)",48% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
DR Relaxi RAJASTHAN HERBALS CAPSULES (AYURVEDIC) FOR JO...,₹390,₹286,0,4.3,"(1,347)",26% off,Bank Offer
inlazer Manhardy Sex Tablet Men's Sexual Energetic Powe...,₹999,₹238,0,0,0,76% off,Bank Offer
Riffway ManMaxx Natural Capsule Maximize Sensation S-E-...,₹999,₹179,0,4,(6),82% off,"Buy 3 items, save extra 5%"
NUTRILEY Sexual Oil Men Stamina PENISH Lamba Mota 12inc...,₹599,₹452,0,0,0,24% off,Bank Offer
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(382),44% off,Bank Offer
Kapiva Pure Aloe Vera Skin Gel - Hydrating Gel for Face,₹450,₹252,0,4.4,(773),44% off,Lowest price in the year
Riffway S_ex Shakti Natural Tablet Improves Male Night ...,₹999,₹169,0,3.5,(21),83% off,"Buy 3 items, save extra 5%"
inlazer Win Power Sex Tablet Makes You Powerful With Yo...,₹999,₹238,0,0,0,76% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
Vigini Long Time 12Inch Mota Lamba Sensual Massage Medi...,"₹1,050",₹459,Pack of 2,0,0,56% off,Bank Offer
7Herbmaya Bull Capsule with Big Man Oil for Performance...,₹795,₹179,0,3.7,(3),77% off,Bank Offer
Baidyanath Prostaid I Urinary Track Infection I 50 Tabl...,₹320,₹220,Pack of 2,4.3,(48),31% off,Bank Offer
hammer of thor Atulya Medilink Sx Faxt Extra Oil - 30 m...,₹699,₹319,0,2.6,(5),54% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
Dr Chopra Double Power Sanda Oil Pack of 4,"₹1,300",₹166,Pack of 4,3.5,(15),87% off,Bank Offer
Baidyanath Pirrhoids - 50 Tablets,₹175,₹97,0,3.8,(135),44% off,"Buy 3 items, save extra 5%"
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
MUSCLEBLAZE Ayurveda for Performance- Ashwagandha 500mg,₹399,₹247,0,4.2,"(1,022)",38% off,Bank Offer
Dharmani's International Long Looks Capsules | For Boys...,₹996,₹755,Pack of 2,3.7,(499),24% off,Bank Offer
Dr. Ortho Ayurvedic Joint Pain Massage Oil Liquid Pack ...,₹590,₹459,2 x 120 ml,4.3,"(5,718)",22% off,Bank Offer
ISOTINE PACK OF 6 Eye Drops,₹558,₹244,10 ml,4.3,"(2,652)",56% off,Bank Offer
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
MANKIND MANFORCE 100MG TABLET,₹275,₹135,0,0,0,50% off,Bank Offer
SBL Nuphar Lutea 200 CH Dilution,₹100,₹79,30 ml,3.9,(37),21% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Dr. Reckeweg Caladium Seg 30 CH Dilution,₹135,₹108,11 ml,4,(37),20% off,Bank Offer
Guduchi - the ayurvedism Guduchi Ayurveda Bold & Wild |...,"₹1,295",₹780,0,4.4,(10),39% off,Bank Offer
Good Health natural sanda aroma massage oil 15 ml,₹325,₹135,0,3.5,(13),58% off,Bank Offer
Baidyanath Vansaar Giloy Tulsi Juice | Boosts Immunity ...,₹280,₹179,0,4.4,"(1,665)",36% off,"Buy 3 items, save extra 5%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Jickosm JM0211 Good Health Capsule To Improve Digestive...,₹232,₹168,0,4.4,(79),27% off,Bank Offer
Good Health PACK OF 3 GD,₹696,₹300,Pack of 3,4.1,(105),56% off,Bank Offer
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Kapiva Noni Juice | Includes Garcinia and Ashwagandha f...,₹649,₹276,0,4.3,"(23,833)",57% off,#1 Rated
"Dr. Ortho Pain Relief (Oil, Cap, Spray & Ointment) Liqu...",₹721,₹444,4 x 1,4.1,"(1,858)",38% off,"Buy 3 items, save extra 5%"
HIMALAYA BRESOL SYRUP 200ML INDIA,₹130,₹93,0,4.3,(9),28% off,"Buy 3 items, save extra 5%"
CHARAK Addyzoa Capsules 20 Capsules,₹325,₹153,0,3.6,(9),52% off,Bank Offer
Hamdard Majun Arad Khurma (150g) PACK OF 10,₹600,₹500,Pack of 10,3,(4),16% off,Bank Offer
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(382),44% off,Bank Offer
Sadar Mughalliz jawahari sugar free,₹510,₹371,0,4,(26),27% off,Bank Offer
Bjain Muira Puama 1000 CH Dilution,₹765,₹534,3 x 100 ml,0,0,30% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
vyas Virya Shodhan Vati for Restoring The Lost Vigour a...,₹175,₹132,0,0,0,24% off,Bank Offer
Bjain Clematis Erecta 30 CH Dilution,₹495,₹356,3 x 100 ml,0,0,28% off,Bank Offer
Bjain Clematis Erecta 1000 CH Dilution,₹510,₹338,2 x 100 ml,0,0,33% off,Bank Offer
Bjain Hydrangea Arborescens Q Mother Tincture,₹990,₹657,3 x 100 ml,0,0,33% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
Bjain Hydrangea Arborescens 30 CH Dilution,₹525,₹356,3 x 100 ml,0,0,32% off,Bank Offer
DR BISWAS GOOD HEALTH AYURVEDIC CAPSULE WITH EVER HEALH,₹696,₹210,Pack of 3,4.2,"(1,676)",69% off,Bank Offer
"Nirvasa Shilajit with Safed Mulsi For Strength, Power &...","₹1,299",₹323,0,4.3,(513),75% off,"Buy 3 items, save extra 5%"
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Dabur Tulsi Drops Immunity Booster (Pack of 2),₹390,₹232,Pack of 2,4.4,"(2,193)",40% off,Bank Offer
ALLEN A84 Lipoma Drops,₹520,₹326,3 x 30 ml,4,(406),37% off,Bank Offer
BEST CHOICE NUTRITION GROW BODY CAPSULE FOR WEIGHT GAIN...,₹799,₹158,0,4,"(2,032)",80% off,Bank Offer
ISOTINE Plus 6vials*10 ml Eye Drops,₹720,₹404,10 ml,4.3,"(1,171)",43% off,Bank Offer
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Bjain Hydrangea Arborescens 1000 CH Dilution,₹765,₹534,3 x 100 ml,0,0,30% off,Bank Offer
Bjain Ocimum Canum 1000 CH Dilution,₹765,₹439,3 x 100 ml,0,0,42% off,Bank Offer
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
Bjain Hydrangea Arborescens 200 CH Dilution,₹555,₹377,3 x 100 ml,0,0,32% off,Bank Offer
Bjain Hydrangea Arborescens 6X Dilution,₹660,₹404,3 x 100 ml,0,0,38% off,Bank Offer
Bjain Hydrangea Arborescens Q Mother Tincture,₹660,₹434,2 x 100 ml,0,0,34% off,Bank Offer
HIMALAYA Yashtimadhu,₹180,₹126,0,4.2,"(3,389)",30% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Kapiva Acne Ease Juice - Ayurvedic Juice for Acne Contr...,₹549,₹280,0,4.2,(207),48% off,Bank Offer
Baidyanath Chyawanprash Special-Ayurvedic Immunity Boos...,₹375,₹256,0,4.1,"(2,055)",31% off,Bank Offer
Dev Pharmacy Dahuf Paurush Jeevan ( Pack Of 2),₹444,₹352,Pack of 2,4.3,(614),20% off,Bank Offer
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Baidyanath Ashwagandhadi Churna - 100 Gm,₹115,₹55,0,4,"(1,309)",52% off,"Buy 3 items, save extra 5%"
Dr. Reckeweg R13-Hemorrhoidal Drops,₹560,₹404,2 x 22,4.2,(373),27% off,Bank Offer
Bjain Hydrangea Arborescens 6 CH Dilution,₹525,₹302,3 x 100 ml,0,0,42% off,Bank Offer
Bjain Hydrangea Arborescens 3X Dilution,₹660,₹404,3 x 100 ml,0,0,38% off,Bank Offer
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Kapiva Noni Juice | Includes Garcinia and Ashwagandha f...,₹649,₹276,0,4.3,"(23,833)",57% off,#1 Rated
Hamdard Qurs Jiryan (50tab) (Pack Of 6),₹360,₹265,Pack of 6,4.7,(15),26% off,Bank Offer
inlazer Big Force 1Sex Power Tablet Men For Stamina Str...,₹999,₹279,0,0,0,72% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
Vilco Lab Y SPUR PACK OF 2,"₹2,176","₹1,649",Pack of 2,4.4,(14),24% off,Bank Offer
inlazer Mega Boost 1Sex Power Tablet Men Make Your Part...,₹999,₹199,0,0,0,80% off,Bank Offer
inlazer His Force 1Sex Power Capsule Men Enjoy Sexual P...,₹999,₹199,0,0,0,80% off,Bank Offer
"BHARAT HEALTH MR. BIG DICK 1000 MG FOR STRENGTH, POWER ...","₹1,000",₹406,0,5,(6),59% off,"Buy 3 items, save extra 5%"
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
inlazer Torzon 1Sex Power Tablet Men Keep Your Women Sa...,₹999,₹279,0,0,0,72% off,Bank Offer
Dr.Willmar Schwabe India Caladium Seguinum 200CH Liquid,₹210,₹151,2 x 30 ml,3.8,(314),28% off,Bank Offer
"Nirvasa Shilajit with Safed Mulsi For Strength, Power &...","₹1,299",₹323,0,4.3,(513),75% off,"Buy 3 items, save extra 5%"
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Dr. Biswas Good Health Ayurvedic Capsules for Weight Ga...,₹464,₹172,Pack of 2,4.3,"(1,080)",62% off,Bank Offer
AIMIL NEERI Syrup for Kidney Health | Useful in Urinary...,₹570,₹339,Pack of 2,4.1,(766),40% off,"Buy 3 items, save extra 5%"
HIMALAYA SEPTILIN SYRUP,₹145,₹104,0,4.3,(22),28% off,"Buy 3 items, save extra 5%"
Candid Dusting Powder,₹447,₹312,3 x 120 g,4.5,(235),30% off,Bank Offer
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Bjain Tribulus Terrestris Q Mother Tincture,₹185,₹125,100 ml,4.3,(6),32% off,Bank Offer
ISLAHI DAWAKHANA Islahi Tila Khas For Men(male organ),₹250,₹128,0,0,0,48% off,Bank Offer
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
INTIMIFY Sexual Oil For Best Sex lubricant oil & Power ...,₹499,₹396,0,0,0,20% off,Bank Offer
Sadar Ikseer E Josh,₹314,₹220,Pack of 2,4.1,(14),29% off,Bank Offer
SBL Agnus Castus Q Mother Tincture,₹120,₹86,30 ml,0,0,28% off,Bank Offer
Aayatouch 100% AYURVEDIC GOOD HEALTH CAPSULE FOR MEN AN...,₹649,₹445,Pack of 5,0,0,31% off,Bank Offer
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Dr.Willmar Schwabe India Cydonia Vulgaris Mother Tinctu...,₹240,₹184,30 ml,3.9,(887),23% off,Bank Offer
Aayatouch DR BISWAS GOOD HEALTH AYURVEDIC MEDICINE CAPS...,₹649,₹445,Pack of 5,0,0,31% off,Bank Offer
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Dr. Biswas Good Health Blister Packing,₹248,₹96,0,4.2,(578),61% off,Bank Offer
IMC Eye Drops,₹225,₹180,30 ml,4.4,(5),20% off,Bank Offer
inlazer Viriganic Sex Pills For Men's Health Strength P...,₹999,₹238,0,0,0,76% off,Bank Offer
MAQS HERBAL MAJOON JOSHAWAR FORM MEN (125 GM),₹465,₹348,0,0,0,25% off,Bank Offer
Kapiva Noni Juice | Includes Garcinia and Ashwagandha f...,₹649,₹276,0,4.3,"(23,833)",57% off,#1 Rated
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Bjain Hydrangea Arborescens 6 CH Dilution,₹270,₹194,3 x 30 ml,0,0,28% off,Bank Offer
Bjain Hydrangea Arborescens 200 CH Dilution,₹285,₹204,3 x 30 ml,0,0,28% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
7 Days sanda oil ayurvedic massage oil double power,₹599,₹279,0,0,0,53% off,Bank Offer
NKB Kama Sutra Gold Capsule Oil Erectile Dysfunction Li...,"₹5,999","₹2,299",0,0,0,61% off,Bank Offer
VITASTA Shilajit gold testosterone booster capsule for ...,"₹1,999",₹203,0,4,(5),89% off,Bank Offer
"natural ayurveda Natural Sanda oil Double Power,Ayurved...","₹1,199",₹100,0,3.7,(10),91% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
NKB Hard Rock 1sex Capsule Oil Men Products Ling Mota L...,"₹4,999","₹1,899",0,0,0,62% off,Bank Offer
Dr. Biswas Good Health Blister Packing,₹248,₹96,0,4.2,(578),61% off,Bank Offer
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Dr. Biswas Good Health Ayurvedic Capsules For Weight Ga...,₹464,₹200,Pack of 3,4.2,(215),56% off,Bank Offer
HIMALAYA CONFIDO TABS FC AQ,₹155,₹101,0,4,(129),34% off,Bank Offer
"Dettol Liquid Disinfectant for Floor Cleaner,Lavender B...",₹579,₹370,"1500 ml, Pack of 3",4.2,(355),36% off,"Buy 3 items, save extra 5%"
IMC Eye Drops,₹225,₹180,30 ml,4.4,(5),20% off,Bank Offer
INSTANT VEDA Raw & Pure Shilajit Resin | with Iron | Hi...,"₹1,199",₹664,0,4,(239),44% off,Bank Offer
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
myupchar ayurveda Urjas Package with Oil and Supplement...,"₹2,047","₹1,112",Pack of 3,4.1,(12),45% off,"Buy 3 items, save extra 5%"
inlazer Remal Time Jack Shilajit Pills Tones Up Male Se...,"₹1,999",₹215,Pack of 2,0,0,89% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
Riffway S-ex Booster Shilajit Pill For Stamina Fast Act...,"₹1,999",₹251,Pack of 2,0,0,87% off,"Buy 3 items, save extra 5%"
NUTRILEY 100 % Ayurvedic Sexual Wellness Oil Improves T...,₹499,₹375,0,0,0,24% off,Bank Offer
Stay-On Power Capsules Herbal Supplement for Strength &...,₹295,₹189,0,3.5,(70),35% off,Bank Offer
HIMALAYA Tagara,₹190,₹133,0,3.9,"(1,421)",30% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Dhootpapeshwar Swamala | Enriched with Gold | Immunity ...,₹775,₹623,0,4.4,"(1,387)",19% off,Bank Offer
Royal galaxy Monthly Disposable,₹399,₹215,"0.0, Colored Contact Lenses, Pack of 1",4,(86),46% off,Bank Offer
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
BEST CHOICE NUTRITION HEIGHT SPEED ADVANCE HIGH LOOK Lo...,₹995,₹227,0,3.8,"(1,273)",77% off,Bank Offer
Dr. Reckeweg Cuprum Ars 30 CH Dilution,₹270,₹208,2 x 11 ml,0,0,22% off,Bank Offer
inlazer Remal Time Jack Shilajit Pills Tones Up Male Se...,₹999,₹143,0,0,0,85% off,"Buy 3 items, save extra 5%"
Riffway Kamottejna Herbal Formulation | Improves Arousa...,"₹3,999",₹359,Pack of 4,0,0,91% off,"Buy 3 items, save extra 5%"
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(384),44% off,Bank Offer
inlazer ProVigr Sex Pill For Men's Health Strength Powe...,₹999,₹238,0,0,0,76% off,Bank Offer
"Riffway Kama Pro Men Formulation For Swapndosh, Nightfa...","₹1,999",₹215,Pack of 2,0,0,89% off,"Buy 3 items, save extra 5%"
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
Bjain Hydrangea Arborescens 3X Dilution,₹220,₹158,100 ml,0,0,28% off,Bank Offer
New Shama Tila Wajid Ali Shah (15ml),₹225,₹159,0,3.4,(12),29% off,Bank Offer
madyaan 769 SUPER SONIC CAPSULES FOR MEN PACK ONE,₹650,₹239,0,0,0,63% off,Bank Offer
Vigini Long Time Big 12inch Lamba Mota Size Growth Japa...,"₹1,450",₹649,Pack of 2,0,0,55% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
Dabur YOGENDRA RAS_10,"₹2,000","₹1,800",0,4.4,(45),10% off,Bank Offer
"MOOV Instant Pain Relief Cream Regular - 50 gm, Pack of...",₹378,₹256,2 x 50 g,4.5,"(3,568)",32% off,#2 Rated
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Baidyanath Musli Pak-Made with Pure Safed Musli for Str...,₹425,₹232,0,3.8,"(1,081)",45% off,"Buy 3 items, save extra 5%"
Dr Power Nutrition Lamba SHILAJIT Hammer S-E-X Power Me...,₹999,₹319,0,4.9,(27),68% off,Bank Offer
Baidyaraj Ayurvedic Bhavan Rheuma Gold Majoon Chyavanpr...,₹320,₹212,200 g,4.3,(191),33% off,Bank Offer
Herbal Hills Organic Amla Powder - 200gms - Antioxidant...,₹340,₹272,0,4.1,(764),20% off,Bank Offer
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
7Herbmaya Shilajit Gold Malt | Shilajit Original Medici...,₹999,₹199,0,0,0,80% off,Bank Offer
DEHLVI Wajid Shahi Oil - Restores Energy and Improves V...,₹500,₹318,Pack of 2,3.9,(19),36% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Dr.Willmar Schwabe India Cydonia Vulgaris 30 CH Dilutio...,₹180,₹116,2 x 30 ml,3.8,(24),35% off,Bank Offer
REPL Dr Advice No.51 HERNIMAX Dilution,₹180,₹129,30 ml,4,(3),28% off,Bank Offer
Vadit organics Night mantra sanda oil jpnee oil sandha ...,₹498,₹223,0,0,0,55% off,Bank Offer
Paurush Jiwan Multivitamin Capsule for Improving Immuni...,₹444,₹319,Pack of 2,4.2,(49),28% off,Bank Offer
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Nirvasa Ashwagandha Capsules Extract 500 mg for Strengt...,₹799,₹214,0,4.3,"(1,428)",73% off,"Buy 3 items, save extra 5%"
Vaddmaan Tulsi Amrit - 1 x 30 ml (Pack of 1) - Panch Tu...,₹200,₹107,0,4.1,(408),46% off,Bank Offer
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
